invoice_id,invoice_number,supplier_id,supplier_name,department_id,department_name,invoice_date,invoice_amount,paid_flag,audit_risk_score,audit_risk_level,Rule_Code,Rule_Name,Risk_Category,Severity,Risk_Weight,Rule_Description
INV0008083,FCT-411907,SUP00224,Supplier_0224,DPT005,Sales,2024-01-02,15800.84,1,12.37,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008085,FCT-703795,SUP00228,Supplier_0228,DPT003,IT,2024-08-14,10000.0,1,14.52,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008087,FCT-951106,SUP00031,Supplier_0031,DPT007,Human Resources,2024-05-14,1833.94,1,15.05,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008090,FCT-516600,SUP00001,Supplier_0001,DPT012,General Administration,2024-02-07,5943.92,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008096,FCT-523398,SUP00005,Supplier_0005,DPT002,Procurement,2024-06-24,37163.03,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008098,FCT-167932,SUP00025,Supplier_0025,DPT003,IT,2024-04-14,8887.38,1,13.98,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008099,FCT-361499,SUP00295,Supplier_0295,DPT005,Sales,2024-02-06,12452.45,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008101,FCT-376280,SUP00016,Supplier_0016,DPT001,Finance,2024-10-04,21536.34,1,10.75,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008105,FCT-366667,SUP00004,Supplier_0004,DPT001,Finance,2024-09-08,23081.54,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008110,FCT-498089,SUP00003,Supplier_0003,DPT006,Marketing,2024-05-01,13547.63,1,13.44,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008112,FCT-385493,SUP00009,Supplier_0009,DPT007,Human Resources,2024-07-19,7651.12,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008113,FCT-242704,SUP00012,Supplier_0012,DPT005,Sales,2024-11-02,11747.23,1,15.05,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008117,FCT-441904,SUP00005,Supplier_0005,DPT004,Operations,2024-10-13,3414.07,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008122,FCT-922071,SUP00008,Supplier_0008,DPT007,Human Resources,2024-01-21,7644.89,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008125,FCT-339030,SUP00231,Supplier_0231,DPT002,Procurement,2024-04-22,43014.22,1,9.14,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008126,FCT-301716,SUP00019,Supplier_0019,DPT009,Risk Management,2024-12-23,5000.0,1,13.98,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008129,FCT-154213,SUP00025,Supplier_0025,DPT010,Customer Support,2024-05-25,64782.47,0,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008130,FCT-465376,SUP00008,Supplier_0008,DPT006,Marketing,2024-09-16,10452.93,1,14.52,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008132,FCT-675006,SUP00028,Supplier_0028,DPT007,Human Resources,2024-04-16,3331.43,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008134,FCT-700186,SUP00003,Supplier_0003,DPT004,Operations,2024-08-17,10982.01,0,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008139,FCT-367905,SUP00010,Supplier_0010,DPT009,Risk Management,2024-12-12,14197.29,1,12.37,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008144,FCT-489574,SUP00093,Supplier_0093,DPT009,Risk Management,2024-05-01,34025.87,1,15.05,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008145,FCT-752801,SUP00248,Supplier_0248,DPT007,Human Resources,2024-10-22,21827.29,1,10.75,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008148,FCT-912066,SUP00028,Supplier_0028,DPT006,Marketing,2024-03-20,8999.52,1,19.89,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008151,FCT-743716,SUP00224,Supplier_0224,DPT008,Legal,2024-09-07,25000.0,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008155,FCT-981279,SUP00002,Supplier_0002,DPT001,Finance,2024-08-31,17987.77,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008156,FCT-840485,SUP00013,Supplier_0013,DPT006,Marketing,2024-11-05,4136.82,1,11.83,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008159,FCT-506734,SUP00015,Supplier_0015,DPT007,Human Resources,2024-04-20,85939.75,1,15.05,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008162,FCT-547014,SUP00016,Supplier_0016,DPT005,Sales,2024-11-09,5180.94,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008165,FCT-769187,SUP00279,Supplier_0279,DPT002,Procurement,2024-12-16,30943.65,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008167,FCT-826792,SUP00318,Supplier_0318,DPT007,Human Resources,2024-02-02,15083.12,1,9.14,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008174,FCT-582962,SUP00007,Supplier_0007,DPT004,Operations,2024-08-22,20000.0,1,14.52,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008179,FCT-284232,SUP00038,Supplier_0038,DPT002,Procurement,2024-12-24,20000.0,0,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008183,FCT-492820,SUP00223,Supplier_0223,DPT006,Marketing,2024-01-08,4037.87,1,10.75,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008184,FCT-286743,SUP00001,Supplier_0001,DPT001,Finance,2024-06-14,13677.85,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008185,FCT-161542,SUP00018,Supplier_0018,DPT004,Operations,2024-11-16,7816.26,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008188,FCT-838201,SUP00044,Supplier_0044,DPT001,Finance,2024-10-17,201922.6,1,17.74,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008201,FCT-252225,SUP00177,Supplier_0177,DPT009,Risk Management,2024-05-01,18741.93,0,15.05,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008204,FCT-640706,SUP00054,Supplier_0054,DPT001,Finance,2024-04-04,33568.73,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008206,FCT-368163,SUP00010,Supplier_0010,DPT004,Operations,2024-02-08,10283.82,1,13.98,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008209,FCT-651494,SUP00236,Supplier_0236,DPT001,Finance,2024-02-12,43171.24,0,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008211,FCT-601891,SUP00011,Supplier_0011,DPT003,IT,2024-02-20,15644.4,1,17.74,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008216,FCT-346983,SUP00001,Supplier_0001,DPT011,Logistics,2024-09-10,5822.5,1,11.83,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008221,FCT-348424,SUP00008,Supplier_0008,DPT010,Customer Support,2024-06-10,82049.76,1,11.29,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008224,FCT-853382,SUP00002,Supplier_0002,DPT005,Sales,2024-08-13,50000.64,1,15.05,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008225,FCT-837014,SUP00304,Supplier_0304,DPT011,Logistics,2024-01-05,28846.11,1,15.05,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008229,FCT-777277,SUP00002,Supplier_0002,DPT001,Finance,2024-12-06,19513.91,1,10.75,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008230,FCT-788403,SUP00167,Supplier_0167,DPT009,Risk Management,2024-04-09,10572.78,1,22.04,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008233,FCT-796202,SUP00171,Supplier_0171,DPT007,Human Resources,2024-04-25,5571.99,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008234,FCT-728771,SUP00258,Supplier_0258,DPT003,IT,2024-06-09,10564.24,1,11.29,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008235,FCT-360913,SUP00006,Supplier_0006,DPT005,Sales,2024-12-25,26779.64,0,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008236,FCT-300116,SUP00109,Supplier_0109,DPT007,Human Resources,2024-11-27,12374.74,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008237,FCT-368217,SUP00033,Supplier_0033,DPT010,Customer Support,2024-07-14,17419.12,1,11.29,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008241,FCT-751176,SUP00252,Supplier_0252,DPT007,Human Resources,2024-09-14,4292.65,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008247,FCT-333315,SUP00029,Supplier_0029,DPT008,Legal,2024-07-13,116638.29,0,15.05,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008249,FCT-513297,SUP00009,Supplier_0009,DPT002,Procurement,2024-08-22,8373.69,0,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008252,FCT-552745,SUP00146,Supplier_0146,DPT003,IT,2024-09-23,21275.53,1,11.29,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008254,FCT-929220,SUP00132,Supplier_0132,DPT002,Procurement,2024-08-01,8541.72,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008255,FCT-169658,SUP00009,Supplier_0009,DPT004,Operations,2024-09-09,34317.3,1,13.98,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008256,FCT-729439,SUP00026,Supplier_0026,DPT005,Sales,2024-07-23,7467.96,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008259,FCT-382425,SUP00022,Supplier_0022,DPT009,Risk Management,2024-07-16,15530.31,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008262,FCT-398111,SUP00285,Supplier_0285,DPT008,Legal,2024-12-02,13768.28,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008264,FCT-648356,SUP00030,Supplier_0030,DPT005,Sales,2024-10-27,47639.23,1,24.19,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008265,FCT-278703,SUP00168,Supplier_0168,DPT002,Procurement,2024-06-11,167071.59,1,17.74,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008268,FCT-571696,SUP00032,Supplier_0032,DPT008,Legal,2024-03-02,15000.0,1,11.29,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008270,FCT-840358,SUP00004,Supplier_0004,DPT006,Marketing,2024-04-18,26682.82,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008272,FCT-108228,SUP00218,Supplier_0218,DPT011,Logistics,2024-12-16,12131.78,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008273,FCT-361127,SUP00179,Supplier_0179,DPT006,Marketing,2024-02-29,50000.0,1,20.43,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008274,FCT-585854,SUP00029,Supplier_0029,DPT007,Human Resources,2024-12-17,11014.4,1,11.83,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008275,FCT-103374,SUP00020,Supplier_0020,DPT009,Risk Management,2024-01-10,7632.17,1,10.75,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008277,FCT-106153,SUP00012,Supplier_0012,DPT009,Risk Management,2024-05-16,15000.0,1,11.83,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008278,FCT-985839,SUP00004,Supplier_0004,DPT004,Operations,2024-03-23,5132.27,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008280,FCT-580752,SUP00026,Supplier_0026,DPT005,Sales,2024-08-28,13123.71,1,17.74,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008285,FCT-711554,SUP00284,Supplier_0284,DPT004,Operations,2024-05-06,6419.83,1,11.83,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008295,FCT-131347,SUP00100,Supplier_0100,DPT001,Finance,2024-11-06,27455.1,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008299,FCT-667662,SUP00030,Supplier_0030,DPT003,IT,2024-04-26,16423.06,1,16.67,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008300,FCT-267269,SUP00320,Supplier_0320,DPT001,Finance,2024-11-30,4654.94,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008302,FCT-988194,SUP00008,Supplier_0008,DPT007,Human Resources,2024-12-06,15028.66,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008306,FCT-160329,SUP00157,Supplier_0157,DPT009,Risk Management,2024-04-08,11602.82,1,22.04,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008313,FCT-986357,SUP00284,Supplier_0284,DPT002,Procurement,2024-04-01,11682.57,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008316,FCT-773678,SUP00007,Supplier_0007,DPT011,Logistics,2024-06-03,21236.01,1,20.43,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008317,FCT-440586,SUP00010,Supplier_0010,DPT001,Finance,2024-10-07,31419.25,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008318,FCT-135128,SUP00027,Supplier_0027,DPT009,Risk Management,2024-10-31,6322.58,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008319,FCT-102361,SUP00006,Supplier_0006,DPT008,Legal,2024-12-05,9566.98,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008324,FCT-292906,SUP00125,Supplier_0125,DPT004,Operations,2024-10-16,9238.9,1,14.52,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008333,FCT-293486,SUP00008,Supplier_0008,DPT004,Operations,2024-06-11,13200.14,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008339,FCT-428720,SUP00104,Supplier_0104,DPT007,Human Resources,2024-12-16,4283.23,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008345,FCT-403906,SUP00228,Supplier_0228,DPT007,Human Resources,2024-07-09,11169.63,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008347,FCT-895976,SUP00304,Supplier_0304,DPT004,Operations,2024-03-28,17668.82,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008350,FCT-741024,SUP00282,Supplier_0282,DPT007,Human Resources,2024-01-16,11978.69,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008351,FCT-276016,SUP00297,Supplier_0297,DPT006,Marketing,2024-09-29,9578.02,0,11.83,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008353,FCT-970604,SUP00034,Supplier_0034,DPT005,Sales,2024-01-07,4371.7,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008354,FCT-156449,SUP00005,Supplier_0005,DPT006,Marketing,2024-08-31,4540.12,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008355,FCT-470324,SUP00029,Supplier_0029,DPT010,Customer Support,2024-03-23,7527.88,1,13.44,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008356,FCT-670752,SUP00170,Supplier_0170,DPT010,Customer Support,2024-06-15,6151.95,0,11.83,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008357,FCT-885380,SUP00008,Supplier_0008,DPT012,General Administration,2024-10-04,50787.77,1,18.28,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008358,FCT-690078,SUP00130,Supplier_0130,DPT003,IT,2024-04-29,10971.63,1,16.67,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008360,FCT-144936,SUP00024,Supplier_0024,DPT003,IT,2024-10-18,50000.0,1,18.28,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008371,FCT-481794,SUP00005,Supplier_0005,DPT001,Finance,2024-08-03,11432.13,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008372,FCT-721752,SUP00009,Supplier_0009,DPT010,Customer Support,2024-05-12,158294.37,1,21.51,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008373,FCT-234786,SUP00051,Supplier_0051,DPT007,Human Resources,2024-04-10,21235.0,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008375,FCT-123196,SUP00161,Supplier_0161,DPT001,Finance,2024-12-15,7273.56,1,14.52,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008378,FCT-461029,SUP00058,Supplier_0058,DPT001,Finance,2024-04-11,4630.07,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008381,FCT-944531,SUP00255,Supplier_0255,DPT001,Finance,2024-03-07,50000.0,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008385,FCT-495837,SUP00078,Supplier_0078,DPT006,Marketing,2024-12-13,21145.33,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008387,FCT-753738,SUP00007,Supplier_0007,DPT003,IT,2024-03-31,30055.12,1,15.05,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008389,FCT-556903,SUP00004,Supplier_0004,DPT009,Risk Management,2024-07-01,14538.49,1,13.98,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008393,FCT-666641,SUP00293,Supplier_0293,DPT004,Operations,2024-05-30,2281.23,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008394,FCT-974116,SUP00023,Supplier_0023,DPT004,Operations,2024-06-21,6255.83,1,11.83,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008395,FCT-277917,SUP00188,Supplier_0188,DPT001,Finance,2024-08-02,17418.88,1,9.14,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008396,FCT-907341,SUP00001,Supplier_0001,DPT008,Legal,2024-03-10,13967.02,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008398,FCT-494364,SUP00028,Supplier_0028,DPT006,Marketing,2024-07-02,18934.64,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008400,FCT-352629,SUP00097,Supplier_0097,DPT004,Operations,2024-06-26,24277.91,1,11.29,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008404,FCT-327326,SUP00100,Supplier_0100,DPT002,Procurement,2024-06-15,11770.23,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008405,FCT-921375,SUP00005,Supplier_0005,DPT012,General Administration,2024-03-24,16343.04,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008412,FCT-797077,SUP00002,Supplier_0002,DPT004,Operations,2024-03-30,10135.04,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008418,FCT-918502,SUP00247,Supplier_0247,DPT012,General Administration,2024-11-19,8326.48,1,11.29,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008419,FCT-187065,SUP00005,Supplier_0005,DPT005,Sales,2024-03-13,48260.65,1,8.6,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008420,FCT-613996,SUP00005,Supplier_0005,DPT009,Risk Management,2024-04-15,9172.47,1,5.38,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008423,FCT-548070,SUP00236,Supplier_0236,DPT007,Human Resources,2024-03-11,100000.0,1,23.66,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008424,FCT-602866,SUP00178,Supplier_0178,DPT003,IT,2024-06-07,21395.76,1,17.74,Medium Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008425,FCT-122350,SUP00273,Supplier_0273,DPT001,Finance,2024-01-06,50000.0,1,11.29,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008429,FCT-376907,SUP00051,Supplier_0051,DPT010,Customer Support,2024-09-06,2823.34,1,8.06,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
INV0008430,FCT-642283,SUP00013,Supplier_0013,DPT009,Risk Management,2024-03-19,9534.13,1,13.44,Low Risk,R14,Invoice exceeds PO amount,Procurement Control,High,10,Invoice amount exceeds purchase order amount by more than 10%.
