supplier_id,supplier_name,supplier_category,supplier_country,Invoice_Count,Total_Invoice_Amount,Average_Invoice_Amount,Paid_Invoices,Average_Audit_Risk_Score,Max_Audit_Risk_Score,Average_Rule_Count,Exception_Invoices,High_Risk_Invoices,Medium_Risk_Invoices,Missing_PO_Count,Duplicate_Risk_Count,Payment_Before_Invoice_Count,Very_Late_Payment_Count,Weekend_Payment_Count,Cash_Payment_Count,PO_Supplier_Mismatch_Count,PO_Department_Mismatch_Count,Invoice_Exceeds_PO_Count,PO_Not_Approved_Count,Missing_Tax_ID_Flag,Spend_Share,Exception_Rate,High_Risk_Invoice_Rate,Medium_Risk_Invoice_Rate,Critical_Rule_Triggers,Procurement_Exception_Count,Payment_Exception_Count,Procurement_Exception_Rate,Payment_Exception_Rate,avg_risk_score_scaled,exception_rate_scaled,high_risk_rate_scaled,critical_triggers_scaled,spend_share_scaled,procurement_exception_scaled,payment_exception_scaled,supplier_risk_score,supplier_risk_level,primary_supplier_risk_driver,Supplier_Audit_Recommendation
SUP00204,Supplier_0204,Professional Services,Tunisia,20,184092.47,9204.62,19,7.55,17.74,1.65,16,0,1,4,0,1,4,11,0,0,1,4,3,0,0.17,80.0,0.0,5.0,1,12,18,60.0,90.0,0.3871070433744529,0.65,0.0,0.029411764705882353,0.04434789624028326,0.36,0.6792079207920791,28.67,Low Supplier Risk,Payment control exceptions,Maintain standard monitoring for Supplier_0204. Main observed driver: Payment control exceptions.
SUP00167,Supplier_0167,Marketing Services,Germany,13,125760.06,9673.85,11,7.78,22.04,1.62,11,0,2,3,0,0,1,4,0,1,0,6,1,0,0.11,84.62,0.0,15.38,1,11,5,84.62,38.46,0.4047261930270287,0.7307692307692307,0.0,0.029411764705882353,0.030209261688247804,0.5076923076923077,0.2505712109672506,28.65,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0167. Main observed driver: High exception rate.
SUP00290,Supplier_0290,Office Supplies,Tunisia,10,68115.66,6811.57,10,7.42,13.98,1.6,9,0,0,2,0,0,2,2,0,0,0,6,0,0,0.06,90.0,0.0,0.0,0,8,4,80.0,40.0,0.3764424990051731,0.825,0.0,0.0,0.016237387295069926,0.4799999999999999,0.2633663366336633,28.59,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0290. Main observed driver: High exception rate.
SUP00137,Supplier_0137,Telecom,Algeria,10,62675.61,6267.56,10,8.17,16.13,1.5,8,0,1,5,0,1,2,2,0,0,0,2,1,0,0.06,80.0,0.0,10.0,1,8,5,80.0,50.0,0.43637087146836456,0.65,0.0,0.029411764705882353,0.014918825643068909,0.4799999999999999,0.3465346534653465,28.48,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0137. Main observed driver: High exception rate.
SUP00055,Supplier_0055,Marketing Services,Tunisia,22,401555.01,18252.5,22,7.55,19.35,1.5,18,0,3,3,1,2,0,7,0,0,1,10,2,0,0.36,81.82,0.0,13.64,3,16,9,72.73,40.91,0.3869334008609776,0.681818181818182,0.0,0.08823529411764706,0.0970565599457155,0.43636363636363634,0.2709270927092709,28.45,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0055. Main observed driver: High exception rate.
SUP00183,Supplier_0183,Marketing Services,Tunisia,11,127322.54,11574.78,11,7.23,16.13,1.45,10,0,1,2,0,0,3,2,1,1,0,3,0,0,0.11,90.91,0.0,9.09,1,6,6,54.55,54.55,0.3616105343124843,0.8409090909090908,0.0,0.029411764705882353,0.03058797626072756,0.3272727272727272,0.38433843384338423,28.36,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0183. Main observed driver: High exception rate.
SUP00245,Supplier_0245,Office Supplies,Algeria,13,134036.24,10310.48,12,8.19,20.97,1.54,10,0,3,3,2,0,1,5,0,0,1,3,3,0,0.12,76.92,0.0,23.08,2,10,7,76.92,53.85,0.4376626159355964,0.5961538461538464,0.0,0.058823529411764705,0.03221524574594171,0.46153846153846156,0.3785224676313785,28.35,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0245. Main observed driver: High exception rate.
SUP00049,Supplier_0049,Professional Services,Algeria,13,106410.93,8185.46,11,7.78,13.98,1.54,11,0,0,5,0,0,3,2,0,0,1,4,1,0,0.1,84.62,0.0,0.0,0,11,5,84.62,38.46,0.4047261930270287,0.7307692307692307,0.0,0.0,0.025519411260846878,0.5076923076923077,0.2505712109672506,28.17,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0049. Main observed driver: High exception rate.
SUP00209,Supplier_0209,Professional Services,Spain,13,126049.13,9696.09,12,6.95,12.37,1.31,12,0,0,5,0,0,2,2,0,0,1,3,2,0,0.11,92.31,0.0,0.0,0,11,4,84.62,30.77,0.3389145673268236,0.8653846153846154,0.0,0.0,0.03027932659881736,0.5076923076923077,0.18659558263518658,28.14,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0209. Main observed driver: High exception rate.
SUP00020,Supplier_0020,IT Services,United Arab Emirates,73,663902.14,9094.55,66,6.9,26.34,1.44,59,0,7,16,2,2,12,23,2,0,3,25,2,0,0.6,80.82,0.0,9.59,4,46,39,63.01,53.42,0.33517762429885145,0.6643835616438357,0.0,0.11764705882352941,0.1606443698243977,0.37808219178082186,0.3750169537501695,28.12,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0020. Main observed driver: High exception rate.
SUP00252,Supplier_0252,Maintenance,United Kingdom,16,436141.35,27258.83,15,9.11,22.04,2.0,11,0,5,3,0,1,1,7,1,0,1,6,0,0,0.39,68.75,0.0,31.25,1,10,10,62.5,62.5,0.5106943891762834,0.45312500000000006,0.0,0.029411764705882353,0.10543961186749357,0.37499999999999994,0.45049504950495045,27.96,Low Supplier Risk,High average transaction risk,Maintain standard monitoring for Supplier_0252. Main observed driver: High average transaction risk.
SUP00022,Supplier_0022,Consulting,Algeria,82,962821.82,11741.73,73,6.69,22.04,1.44,66,0,7,15,2,0,13,24,1,3,3,18,3,0,0.86,80.49,0.0,8.54,5,42,42,51.22,51.22,0.31817961235720593,0.6585365853658539,0.0,0.14705882352941177,0.23309665005645708,0.30731707317073165,0.3566771311277469,27.94,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0022. Main observed driver: High exception rate.
SUP00169,Supplier_0169,Marketing Services,Tunisia,8,249442.54,31180.32,7,8.47,21.51,1.62,6,0,2,1,1,0,0,3,0,0,2,2,1,0,0.22,75.0,0.0,25.0,1,6,4,75.0,50.0,0.4599084759251891,0.5625,0.0,0.029411764705882353,0.06018747423268811,0.44999999999999996,0.3465346534653465,27.9,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0169. Main observed driver: High exception rate.
SUP00154,Supplier_0154,Logistics,Algeria,11,150108.23,13646.2,9,7.87,16.67,1.64,9,0,3,1,0,1,2,2,0,0,0,4,2,0,0.13,81.82,0.0,27.27,1,7,6,63.64,54.55,0.4122562674094709,0.681818181818182,0.0,0.029411764705882353,0.03611078157471972,0.3818181818181818,0.38433843384338423,27.84,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0154. Main observed driver: High exception rate.
SUP00189,Supplier_0189,Telecom,Germany,6,24433.21,4072.2,6,7.08,14.52,1.67,5,0,0,3,0,0,1,4,0,0,0,0,0,0,0.02,83.33,0.0,0.0,0,3,6,50.0,100.0,0.34938320732192607,0.7083333333333335,0.0,0.0,0.005649616330565603,0.3,0.7623762376237623,27.75,Low Supplier Risk,Payment control exceptions,Maintain standard monitoring for Supplier_0189. Main observed driver: Payment control exceptions.
SUP00231,Supplier_0231,Marketing Services,Algeria,17,150827.37,8872.2,15,6.64,17.74,1.53,15,0,2,2,0,0,2,9,0,0,1,6,0,0,0.14,88.24,0.0,11.76,1,9,13,52.94,76.47,0.3145057465883289,0.7941176470588235,0.0,0.029411764705882353,0.0362850870363276,0.3176470588235294,0.5666860803727432,27.72,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0231. Main observed driver: High exception rate.
SUP00267,Supplier_0267,IT Services,Algeria,15,153980.49,10265.37,14,6.88,17.2,1.53,13,0,2,4,0,0,2,6,0,0,0,5,1,0,0.14,86.67,0.0,13.33,0,10,10,66.67,66.67,0.333625149224035,0.7666666666666667,0.0,0.0,0.03704934161416374,0.3999999999999999,0.485148514851485,27.61,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0267. Main observed driver: High exception rate.
SUP00275,Supplier_0275,Professional Services,Spain,14,400046.61,28574.76,13,7.03,16.13,1.5,12,0,1,2,0,0,3,4,0,0,0,6,1,0,0.36,85.71,0.0,7.14,0,9,8,64.29,57.14,0.3452333579671423,0.7499999999999999,0.0,0.0,0.09669095330682832,0.38571428571428573,0.4059405940594059,27.55,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0275. Main observed driver: High exception rate.
SUP00058,Supplier_0058,Logistics,United Kingdom,20,278451.97,13922.6,18,7.31,21.51,1.5,17,0,2,3,2,0,4,5,0,0,0,8,0,0,0.25,85.0,0.0,10.0,2,11,10,55.0,50.0,0.3678471945881417,0.7375,0.0,0.058823529411764705,0.06721879231697184,0.33,0.3465346534653465,27.54,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0058. Main observed driver: High exception rate.
SUP00127,Supplier_0127,Marketing Services,United Arab Emirates,9,95952.93,10661.44,8,7.35,18.28,1.56,8,0,1,2,1,0,0,3,0,0,0,3,1,0,0.09,88.89,0.0,11.11,1,6,3,66.67,33.33,0.3706946102489278,0.8055555555555555,0.0,0.029411764705882353,0.02298459673586519,0.3999999999999999,0.20792079207920786,27.48,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0127. Main observed driver: High exception rate.
SUP00043,Supplier_0043,Maintenance,Algeria,8,124639.35,15579.92,8,8.2,27.42,1.62,6,0,1,1,1,1,1,4,0,0,0,2,1,0,0.11,75.0,0.0,12.5,2,4,6,50.0,75.0,0.4385196975726225,0.5625,0.0,0.058823529411764705,0.02993762351782399,0.3,0.5544554455445544,27.46,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0043. Main observed driver: High exception rate.
SUP00042,Supplier_0042,Office Supplies,Algeria,22,227433.05,10337.87,20,7.75,24.73,1.64,18,0,4,1,2,0,6,5,1,0,1,6,3,0,0.2,81.82,0.0,18.18,2,11,12,50.0,54.55,0.4024888760264805,0.681818181818182,0.0,0.058823529411764705,0.0548528046075744,0.3,0.38433843384338423,27.41,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0042. Main observed driver: High exception rate.
SUP00187,Supplier_0187,Telecom,France,12,96745.12,8062.09,12,7.21,13.44,1.58,10,0,0,3,0,0,2,5,1,0,0,4,1,0,0.09,83.33,0.0,0.0,0,8,8,66.67,66.67,0.35999469425653274,0.7083333333333335,0.0,0.0,0.023176608087801052,0.3999999999999999,0.485148514851485,27.25,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0187. Main observed driver: High exception rate.
SUP00027,Supplier_0027,Logistics,Algeria,88,984887.86,11191.91,81,6.35,28.49,1.32,69,0,7,12,2,1,12,22,1,3,2,30,4,0,0.88,78.41,0.0,7.95,6,51,38,57.95,43.18,0.29159280830590023,0.6221590909090909,0.0,0.17647058823529413,0.23844502629482262,0.3477272727272727,0.28982898289828973,27.16,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0027. Main observed driver: High exception rate.
SUP00162,Supplier_0162,Consulting,Tunisia,5,42822.17,8564.43,5,5.92,11.83,1.2,5,0,0,2,0,0,1,1,0,0,0,1,0,0,0.04,100.0,0.0,0.0,0,3,2,60.0,40.0,0.25674492638280944,1.0,0.0,0.0,0.010106740341591343,0.36,0.2633663366336633,26.96,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0162. Main observed driver: High exception rate.
SUP00241,Supplier_0241,Marketing Services,Algeria,14,131447.91,9389.14,13,6.64,17.74,1.57,12,0,1,2,0,0,2,8,0,0,0,4,2,0,0.12,85.71,0.0,7.14,0,8,11,57.14,78.57,0.31464953669490076,0.7499999999999999,0.0,0.0,0.03158788521051946,0.3428571428571428,0.5841584158415841,26.95,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0241. Main observed driver: High exception rate.
SUP00077,Supplier_0077,Maintenance,Algeria,3,19720.02,6573.34,3,5.92,9.14,1.33,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0.02,100.0,0.0,0.0,0,2,1,66.67,33.33,0.2567979838174825,1.0,0.0,0.0,0.0045072313170832524,0.3999999999999999,0.20792079207920786,26.92,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0077. Main observed driver: High exception rate.
SUP00172,Supplier_0172,Facilities,Algeria,9,120049.46,13338.83,7,7.41,20.97,1.78,7,0,1,0,0,0,1,5,1,0,0,3,2,0,0.11,77.78,0.0,11.11,0,5,8,55.56,88.89,0.37538135031171244,0.6111111111111113,0.0,0.0,0.028825124011219644,0.3333333333333333,0.6699669966996699,26.86,Low Supplier Risk,Payment control exceptions,Maintain standard monitoring for Supplier_0172. Main observed driver: Payment control exceptions.
SUP00080,Supplier_0080,Maintenance,Algeria,14,407922.66,29137.33,14,7.91,19.35,1.5,11,0,4,5,1,0,1,2,0,1,0,4,0,0,0.37,78.57,0.0,28.57,2,10,3,71.43,21.43,0.41549656074128816,0.625,0.0,0.058823529411764705,0.09859995368352384,0.42857142857142855,0.1089108910891089,26.68,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0080. Main observed driver: High exception rate.
SUP00256,Supplier_0256,Office Supplies,United Arab Emirates,11,80467.54,7315.23,9,7.38,20.43,1.27,9,0,1,5,1,0,2,2,1,1,0,0,0,0,0.07,81.82,0.0,9.09,2,6,6,54.55,54.55,0.37333140397207254,0.681818181818182,0.0,0.058823529411764705,0.01923124126665443,0.3272727272727272,0.38433843384338423,26.6,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0256. Main observed driver: High exception rate.
SUP00051,Supplier_0051,IT Services,France,20,149578.77,7478.94,18,7.04,27.42,1.45,16,0,2,3,0,1,0,7,0,0,0,10,4,0,0.13,80.0,0.0,10.0,1,17,9,85.0,45.0,0.3464385196975728,0.65,0.0,0.029411764705882353,0.035982450832857324,0.5099999999999999,0.30495049504950494,26.45,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0051. Main observed driver: High exception rate.
SUP00298,Supplier_0298,Training,Algeria,13,214892.37,16530.18,12,7.53,17.74,1.62,10,0,2,2,0,0,3,4,1,0,0,5,2,0,0.19,76.92,0.0,15.38,0,9,8,69.23,61.54,0.38495209525850194,0.5961538461538464,0.0,0.0,0.05181318921102178,0.4153846153846153,0.4424980959634424,26.34,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0298. Main observed driver: High exception rate.
SUP00253,Supplier_0253,Maintenance,Turkey,18,246666.85,13703.71,17,5.97,15.05,1.33,16,0,1,2,1,0,1,10,0,1,0,4,0,0,0.22,88.89,0.0,5.56,2,7,13,38.89,72.22,0.26135208029358453,0.8055555555555555,0.0,0.058823529411764705,0.05951470130011529,0.23333333333333334,0.5313531353135312,26.15,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0253. Main observed driver: High exception rate.
SUP00073,Supplier_0073,Marketing Services,France,22,726513.09,33023.32,19,7.4,26.34,1.64,17,0,4,3,0,0,3,7,0,0,1,7,0,0,0.65,77.27,0.0,18.18,1,11,11,50.0,50.0,0.3752125312013892,0.6022727272727272,0.0,0.029411764705882353,0.175820038736513,0.3,0.3465346534653465,26.04,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0073. Main observed driver: High exception rate.
SUP00277,Supplier_0277,Consulting,Algeria,11,78387.67,7126.15,11,7.58,18.28,1.45,9,0,2,3,2,0,2,2,0,0,1,1,0,0,0.07,81.82,0.0,18.18,2,5,5,45.45,45.45,0.3888145280902941,0.681818181818182,0.0,0.058823529411764705,0.01872712148408858,0.2727272727272727,0.30873087308730873,25.91,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0277. Main observed driver: High exception rate.
SUP00016,Supplier_0016,Consulting,United Arab Emirates,69,931810.74,13504.5,64,6.48,27.42,1.32,51,0,7,8,1,2,9,17,1,2,3,22,5,0,0.84,73.91,0.0,10.14,5,40,32,57.97,46.38,0.301896803289561,0.5434782608695651,0.0,0.14705882352941177,0.22558017118675264,0.34782608695652173,0.31640120533792504,25.85,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0016. Main observed driver: High exception rate.
SUP00238,Supplier_0238,Facilities,Algeria,28,363825.64,12993.77,26,7.53,23.12,1.39,19,0,5,3,0,2,3,7,0,3,1,8,5,0,0.33,67.86,0.0,17.86,5,20,13,71.43,46.43,0.38494116309476434,0.4375000000000001,0.0,0.14705882352941177,0.08791169906462848,0.42857142857142855,0.31683168316831684,25.77,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0238. Main observed driver: High exception rate.
SUP00205,Supplier_0205,Consulting,Germany,13,121334.41,9333.42,12,8.44,19.35,1.62,9,0,3,3,2,0,3,2,0,0,1,5,0,0,0.11,69.23,0.0,23.08,2,9,5,69.23,38.46,0.45737549358719287,0.4615384615384615,0.0,0.058823529411764705,0.02913657074327886,0.4153846153846153,0.2505712109672506,25.44,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0205. Main observed driver: High exception rate.
SUP00098,Supplier_0098,Maintenance,Algeria,11,257508.56,23409.87,9,7.72,15.05,1.55,8,0,1,3,1,0,2,2,0,0,1,3,0,0,0.23,72.73,0.0,9.09,1,7,6,63.64,54.55,0.4005353977498825,0.5227272727272728,0.0,0.029411764705882353,0.06214251961945352,0.3818181818181818,0.38433843384338423,25.43,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0098. Main observed driver: High exception rate.
SUP00173,Supplier_0173,Office Supplies,France,15,73909.9,4927.33,13,6.52,21.51,1.33,12,0,1,2,0,2,3,6,0,0,0,3,1,0,0.07,80.0,0.0,6.67,2,6,13,40.0,86.67,0.305186364239289,0.65,0.0,0.058823529411764705,0.017641797671167636,0.23999999999999996,0.6514851485148515,25.4,Low Supplier Risk,Payment control exceptions,Maintain standard monitoring for Supplier_0173. Main observed driver: Payment control exceptions.
SUP00303,Supplier_0303,Office Supplies,Algeria,9,93735.06,10415.01,9,6.51,14.52,1.56,8,0,0,2,0,0,1,3,0,0,0,3,0,0,0.08,88.89,0.0,0.0,0,5,4,55.56,44.44,0.3041959587920591,0.8055555555555555,0.0,0.0,0.02244702845411714,0.3333333333333333,0.3003300330033003,25.35,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0303. Main observed driver: High exception rate.
SUP00258,Supplier_0258,Logistics,Algeria,10,75244.36,7524.44,9,6.94,15.05,1.3,8,0,1,2,0,1,1,2,0,0,0,3,0,0,0.07,80.0,0.0,10.0,2,5,6,50.0,60.0,0.33792280143255077,0.65,0.0,0.058823529411764705,0.017965244658259535,0.3,0.4297029702970297,25.27,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0258. Main observed driver: High exception rate.
SUP00249,Supplier_0249,Marketing Services,Algeria,24,222579.72,9274.16,21,6.88,18.82,1.5,18,0,1,1,2,0,4,13,0,1,0,8,2,0,0.2,75.0,0.0,4.17,3,12,17,50.0,70.83,0.3332006897466507,0.5625,0.0,0.08823529411764706,0.05367645240079208,0.3,0.5198019801980198,25.27,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0249. Main observed driver: High exception rate.
SUP00210,Supplier_0210,IT Services,Tunisia,21,199053.52,9478.74,21,6.91,15.05,1.38,17,0,1,4,0,0,4,4,1,0,2,5,4,0,0.18,80.95,0.0,4.76,0,15,9,71.43,42.86,0.3360430523184204,0.6666666666666666,0.0,0.0,0.04797416195542738,0.42857142857142855,0.28712871287128705,25.18,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0210. Main observed driver: High exception rate.
SUP00152,Supplier_0152,Logistics,Algeria,14,101283.21,7234.52,10,6.38,11.83,1.21,12,0,0,4,0,0,1,3,0,1,1,3,1,0,0.09,85.71,0.0,0.0,1,10,5,71.43,35.71,0.293274970155193,0.7499999999999999,0.0,0.029411764705882353,0.024276552288190624,0.42857142857142855,0.2277227722772277,25.15,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0152. Main observed driver: High exception rate.
SUP00149,Supplier_0149,Marketing Services,United Kingdom,18,131237.46,7290.97,16,6.93,16.13,1.39,14,0,1,9,1,0,1,7,0,0,0,3,1,0,0.12,77.78,0.0,5.56,1,13,9,72.22,50.0,0.33735685546270505,0.6111111111111113,0.0,0.029411764705882353,0.031536876249266606,0.43333333333333324,0.3465346534653465,25.12,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0149. Main observed driver: High exception rate.
SUP00272,Supplier_0272,Maintenance,France,6,61740.9,10290.15,4,8.6,17.74,1.67,4,0,3,0,1,0,0,2,0,0,1,2,2,0,0.06,66.67,0.0,50.0,1,5,2,83.33,33.33,0.47048680196312515,0.4166666666666665,0.0,0.029411764705882353,0.014692270232412414,0.5,0.20792079207920786,25.06,Low Supplier Risk,Procurement control exceptions,Maintain standard monitoring for Supplier_0272. Main observed driver: Procurement control exceptions.
SUP00263,Supplier_0263,Office Supplies,United Arab Emirates,6,60929.98,10155.0,5,6.9,13.44,1.33,5,0,0,0,0,0,0,1,1,1,0,3,0,0,0.05,83.33,0.0,0.0,1,4,2,66.67,33.33,0.33505769996020685,0.7083333333333335,0.0,0.029411764705882353,0.014495719095044069,0.3999999999999999,0.20792079207920786,25.04,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0263. Main observed driver: High exception rate.
SUP00146,Supplier_0146,Consulting,Algeria,19,220362.57,11598.03,19,6.65,18.28,1.58,16,0,1,1,0,0,2,5,3,0,2,5,0,0,0.2,84.21,0.0,5.26,0,8,12,42.11,63.16,0.3151192745093933,0.7236842105263157,0.0,0.0,0.05313905863295282,0.2526315789473684,0.4559666492965085,24.98,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0146. Main observed driver: High exception rate.
SUP00059,Supplier_0059,Training,Algeria,14,208180.94,14870.07,12,7.3,15.05,1.36,11,0,1,4,2,0,1,2,0,0,0,3,1,0,0.19,78.57,0.0,7.14,2,8,5,57.14,35.71,0.3666079245068501,0.625,0.0,0.058823529411764705,0.05018646992938113,0.3428571428571428,0.2277227722772277,24.95,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0059. Main observed driver: High exception rate.
SUP00160,Supplier_0160,IT Services,Spain,9,58210.67,6467.85,8,6.33,11.83,1.11,8,0,0,3,0,0,1,0,1,0,2,2,0,0,0.05,88.89,0.0,0.0,0,7,2,77.78,22.22,0.28987045143034007,0.8055555555555555,0.0,0.0,0.013836611571050194,0.4666666666666667,0.1155115511551155,24.94,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0160. Main observed driver: High exception rate.
SUP00120,Supplier_0120,Professional Services,United Kingdom,16,182941.72,11433.86,15,7.16,15.05,1.25,12,0,1,0,1,1,5,2,0,1,3,3,1,0,0.16,75.0,0.0,6.25,3,8,9,50.0,56.25,0.35560087544767216,0.5625,0.0,0.08823529411764706,0.0440689769617766,0.3,0.3985148514851485,24.88,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0120. Main observed driver: High exception rate.
SUP00151,Supplier_0151,Consulting,France,11,52458.41,4768.95,10,6.55,13.44,1.27,9,0,0,1,0,0,3,4,0,2,0,2,0,0,0.05,81.82,0.0,0.0,2,5,7,45.45,63.64,0.3072025467568643,0.681818181818182,0.0,0.058823529411764705,0.012442376325355877,0.2727272727272727,0.45994599459945984,24.86,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0151. Main observed driver: High exception rate.
SUP00221,Supplier_0221,Professional Services,Algeria,5,9842.45,1968.49,5,7.1,13.98,1.2,4,0,0,0,0,1,1,1,0,1,0,0,0,0,0.01,80.0,0.0,0.0,2,1,4,20.0,80.0,0.35081575805809784,0.65,0.0,0.058823529411764705,0.0021131016644227694,0.11999999999999998,0.596039603960396,24.8,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0221. Main observed driver: High exception rate.
SUP00192,Supplier_0192,Maintenance,Turkey,13,286143.45,22011.03,11,7.07,15.05,1.38,10,0,1,2,0,0,1,2,0,0,1,6,2,0,0.26,76.92,0.0,7.69,0,11,4,84.62,30.77,0.3487710061526218,0.5961538461538464,0.0,0.0,0.06908305653791331,0.5076923076923077,0.18659558263518658,24.74,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0192. Main observed driver: High exception rate.
SUP00035,Supplier_0035,Telecom,Algeria,13,101922.71,7840.21,13,6.74,17.2,1.46,10,0,2,3,0,1,1,5,1,0,1,2,0,0,0.09,76.92,0.0,15.38,1,6,10,46.15,76.92,0.3223851357556093,0.5961538461538464,0.0,0.029411764705882353,0.024431554572444385,0.2769230769230769,0.5704493526275705,24.45,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0035. Main observed driver: High exception rate.
SUP00211,Supplier_0211,Telecom,Algeria,13,156026.42,12002.03,12,6.82,17.2,1.38,10,0,1,5,0,0,2,4,0,1,0,2,0,0,0.14,76.92,0.0,7.69,1,8,7,61.54,53.85,0.328996908384095,0.5961538461538464,0.0,0.029411764705882353,0.0375452350049742,0.3692307692307692,0.3785224676313785,24.33,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0211. Main observed driver: High exception rate.
SUP00067,Supplier_0067,Training,France,8,70352.51,8794.06,7,5.98,12.37,1.25,7,0,0,0,0,0,0,2,0,1,0,4,0,0,0.06,87.5,0.0,0.0,1,5,3,62.5,37.5,0.2620374054914445,0.78125,0.0,0.029411764705882353,0.016779555957357674,0.37499999999999994,0.24257425742574254,24.33,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0067. Main observed driver: High exception rate.
SUP00294,Supplier_0294,Maintenance,Algeria,10,153616.73,15361.67,10,6.18,11.29,1.5,8,0,0,2,0,0,1,5,0,0,0,3,0,0,0.14,80.0,0.0,0.0,0,5,8,50.0,80.0,0.27799442896935933,0.65,0.0,0.0,0.03696117330936288,0.3,0.596039603960396,24.24,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0294. Main observed driver: High exception rate.
SUP00103,Supplier_0103,Logistics,Algeria,5,50769.41,10153.88,5,8.92,26.34,1.6,3,0,1,2,1,0,1,1,1,0,0,1,0,0,0.05,60.0,0.0,20.0,1,3,3,60.0,60.0,0.496140071627537,0.30000000000000004,0.0,0.029411764705882353,0.012032995781017184,0.36,0.4297029702970297,24.07,Low Supplier Risk,High average transaction risk,Maintain standard monitoring for Supplier_0103. Main observed driver: High average transaction risk.
SUP00114,Supplier_0114,IT Services,Algeria,14,225449.41,16103.53,13,6.64,20.43,1.5,11,0,2,2,1,0,1,6,0,0,1,3,1,0,0.2,78.57,0.0,14.29,1,7,8,50.0,57.14,0.3146495366949008,0.625,0.0,0.029411764705882353,0.05437200909367741,0.3,0.4059405940594059,24.07,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0114. Main observed driver: High exception rate.
SUP00308,Supplier_0308,Maintenance,Algeria,12,153971.75,12830.98,12,7.08,17.74,1.5,9,0,1,5,0,0,3,4,0,0,0,0,2,0,0.14,75.0,0.0,8.33,0,7,7,58.33,58.33,0.3493168855285847,0.5625,0.0,0.0,0.03704722320921553,0.35,0.41584158415841577,23.95,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0308. Main observed driver: High exception rate.
