payment_id,invoice_id,supplier_id,department_id,payment_date,payment_amount,payment_method,payment_status,payment_weekday,weekend_payment_flag,cash_payment_flag,pending_or_failed_payment_flag
PAY0005905,INV0006407,SUP00016,DPT001,2024-03-08,1786.9,Bank Transfer,Completed,Friday,0,0,0
PAY0005906,INV0006408,SUP00301,DPT003,2024-11-25,26063.41,Bank Transfer,Completed,Monday,0,0,0
PAY0005907,INV0006409,SUP00059,DPT009,2024-11-27,4348.14,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005908,INV0006410,SUP00007,DPT001,2024-12-20,24176.09,Bank Transfer,Completed,Friday,0,0,0
PAY0005909,INV0006411,SUP00010,DPT007,2024-01-27,110723.17,Bank Transfer,Completed,Saturday,1,0,0
PAY0005910,INV0006412,SUP00067,DPT004,2024-04-25,19676.04,Bank Transfer,Completed,Thursday,0,0,0
PAY0005911,INV0006413,SUP00001,DPT011,2024-09-24,12222.23,Bank Transfer,Pending,Tuesday,0,0,1
PAY0005912,INV0006414,SUP00261,DPT009,2024-09-30,21682.72,Bank Transfer,Completed,Monday,0,0,0
PAY0005913,INV0006415,SUP00072,DPT004,2024-11-24,4190.14,Bank Transfer,Completed,Sunday,1,0,0
PAY0005914,INV0006416,SUP00029,DPT003,2024-04-03,8152.13,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005915,INV0006417,SUP00153,DPT009,2024-10-31,2790.44,Bank Transfer,Completed,Thursday,0,0,0
PAY0005916,INV0006418,SUP00007,DPT002,2024-05-16,2993.87,Bank Transfer,Pending,Thursday,0,0,1
PAY0005917,INV0006420,SUP00093,DPT011,2024-03-01,6827.41,Bank Transfer,Completed,Friday,0,0,0
PAY0005918,INV0006421,SUP00006,DPT006,2025-01-09,10062.73,Check,Completed,Thursday,0,0,0
PAY0005919,INV0006422,SUP00001,DPT011,2024-07-19,7158.01,Bank Transfer,Completed,Friday,0,0,0
PAY0005920,INV0006423,SUP00279,DPT004,2024-08-28,4264.54,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005921,INV0006424,SUP00196,DPT006,2024-02-29,17591.82,Check,Completed,Thursday,0,0,0
PAY0005922,INV0006425,SUP00004,DPT011,2024-12-26,2977.18,Bank Transfer,Pending,Thursday,0,0,1
PAY0005923,INV0006426,SUP00259,DPT008,2024-06-30,8127.39,Bank Transfer,Completed,Sunday,1,0,0
PAY0005924,INV0006427,SUP00003,DPT011,2024-08-24,22403.74,Bank Transfer,Completed,Saturday,1,0,0
PAY0005925,INV0006428,SUP00204,DPT009,2024-06-27,13594.06,Bank Transfer,Completed,Thursday,0,0,0
PAY0005926,INV0006429,SUP00021,DPT001,2024-06-23,5743.02,Card,Completed,Sunday,1,0,0
PAY0005927,INV0006430,SUP00036,DPT002,2024-07-11,776.49,Bank Transfer,Completed,Thursday,0,0,0
PAY0005928,INV0006431,SUP00125,DPT008,2024-12-19,4065.3,Check,Completed,Thursday,0,0,0
PAY0005929,INV0006432,SUP00004,DPT010,2024-03-06,70856.08,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005930,INV0006433,SUP00266,DPT009,2024-12-20,4436.12,Bank Transfer,Completed,Friday,0,0,0
PAY0005931,INV0006434,SUP00005,DPT003,2024-05-25,5983.55,Bank Transfer,Completed,Saturday,1,0,0
PAY0005932,INV0006435,SUP00286,DPT006,2024-03-21,7305.25,Bank Transfer,Completed,Thursday,0,0,0
PAY0005933,INV0006437,SUP00006,DPT004,2024-11-28,2754.05,Bank Transfer,Completed,Thursday,0,0,0
PAY0005934,INV0006438,SUP00002,DPT005,2025-02-21,14510.18,Bank Transfer,Completed,Friday,0,0,0
PAY0005935,INV0006439,SUP00020,DPT012,2024-02-21,9769.57,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005936,INV0006440,SUP00079,DPT005,2024-06-03,819.02,Bank Transfer,Completed,Monday,0,0,0
PAY0005937,INV0006441,SUP00099,DPT002,2024-12-14,322.04,Check,Completed,Saturday,1,0,0
PAY0005938,INV0006442,SUP00219,DPT004,2024-05-16,3198.82,Bank Transfer,Completed,Thursday,0,0,0
PAY0005939,INV0006443,SUP00042,DPT002,2024-09-16,1521.14,Bank Transfer,Completed,Monday,0,0,0
PAY0005940,INV0006444,SUP00031,DPT007,2024-03-27,24360.31,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005941,INV0006445,SUP00013,DPT011,2024-06-12,3785.79,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005942,INV0006446,SUP00115,DPT007,2024-12-03,10428.76,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005943,INV0006447,SUP00267,DPT010,2024-03-12,10543.22,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005944,INV0006448,SUP00015,DPT008,2024-12-13,1905.96,Card,Completed,Friday,0,0,0
PAY0005945,INV0006449,SUP00016,DPT004,2024-05-24,3964.88,Bank Transfer,Completed,Friday,0,0,0
PAY0005946,INV0006450,SUP00014,DPT005,2025-01-24,3224.3,Bank Transfer,Completed,Friday,0,0,0
PAY0005947,INV0006451,SUP00008,DPT005,2024-07-02,17566.18,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005948,INV0006452,SUP00065,DPT004,2024-09-24,4878.51,Check,Completed,Tuesday,0,0,0
PAY0005949,INV0006453,SUP00004,DPT001,2025-03-06,26042.76,Check,Completed,Thursday,0,0,0
PAY0005950,INV0006454,SUP00223,DPT007,2024-09-21,27142.82,Bank Transfer,Pending,Saturday,1,0,1
PAY0005951,INV0006455,SUP00005,DPT001,2025-04-09,5107.91,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005952,INV0006456,SUP00006,DPT002,2024-11-25,3032.11,Bank Transfer,Completed,Monday,0,0,0
PAY0005953,INV0006457,SUP00003,DPT004,2024-06-30,2157.31,Bank Transfer,Completed,Sunday,1,0,0
PAY0005954,INV0006458,SUP00018,DPT012,2025-03-01,13874.6,Bank Transfer,Failed,Saturday,1,0,1
PAY0005955,INV0006459,SUP00178,DPT003,2025-01-10,5267.34,Bank Transfer,Completed,Friday,0,0,0
PAY0005956,INV0006460,SUP00267,DPT009,2024-12-24,2596.78,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005957,INV0006461,SUP00023,DPT004,2024-11-29,16943.06,Bank Transfer,Completed,Friday,0,0,0
PAY0005958,INV0006462,SUP00008,DPT002,2024-03-21,16722.66,Cash,Completed,Thursday,0,1,0
PAY0005959,INV0006463,SUP00159,DPT001,2024-09-29,2007.47,Check,Completed,Sunday,1,0,0
PAY0005960,INV0006464,SUP00137,DPT001,2024-05-21,9103.6,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005961,INV0006465,SUP00133,DPT004,2024-05-26,11689.03,Bank Transfer,Completed,Sunday,1,0,0
PAY0005962,INV0006466,SUP00024,DPT004,2024-12-10,42232.9,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005963,INV0006467,SUP00064,DPT006,2024-10-30,5011.17,Check,Completed,Wednesday,0,0,0
PAY0005964,INV0006468,SUP00003,DPT001,2024-03-02,6110.36,Bank Transfer,Failed,Saturday,1,0,1
PAY0005965,INV0006469,SUP00009,DPT003,2025-01-23,12897.34,Check,Completed,Thursday,0,0,0
PAY0005966,INV0006470,SUP00277,DPT001,2024-10-22,25207.03,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005967,INV0006471,SUP00002,DPT010,2025-02-02,9433.59,Bank Transfer,Completed,Sunday,1,0,0
PAY0005968,INV0006472,SUP00010,DPT004,2024-12-09,7703.53,Bank Transfer,Completed,Monday,0,0,0
PAY0005969,INV0006473,SUP00008,DPT005,2024-08-22,3089.63,Bank Transfer,Completed,Thursday,0,0,0
PAY0005970,INV0006474,SUP00005,DPT007,2024-06-23,4046.77,Bank Transfer,Completed,Sunday,1,0,0
PAY0005971,INV0006475,SUP00276,DPT002,2024-03-03,5074.04,Bank Transfer,Completed,Sunday,1,0,0
PAY0005972,INV0006476,SUP00005,DPT002,2024-10-26,13320.97,Check,Completed,Saturday,1,0,0
PAY0005973,INV0006477,SUP00029,DPT005,2024-07-14,10161.45,Check,Completed,Sunday,1,0,0
PAY0005974,INV0006478,SUP00226,DPT011,2024-06-26,2763.25,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005975,INV0006479,SUP00001,DPT010,2024-12-18,15427.65,Bank Transfer,Pending,Wednesday,0,0,1
PAY0005976,INV0006480,SUP00004,DPT003,2024-08-05,5082.34,Bank Transfer,Completed,Monday,0,0,0
PAY0005977,INV0006481,SUP00014,DPT002,2024-05-14,5067.42,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005978,INV0006483,SUP00006,DPT002,2024-08-04,16901.69,Check,Completed,Sunday,1,0,0
PAY0005979,INV0006484,SUP00079,DPT012,2024-11-16,9013.39,Bank Transfer,Pending,Saturday,1,0,1
PAY0005980,INV0006485,SUP00006,DPT001,2024-11-20,51530.67,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005981,INV0006486,SUP00107,DPT002,2024-05-06,681.34,Bank Transfer,Completed,Monday,0,0,0
PAY0005982,INV0006487,SUP00271,DPT001,2025-01-13,18185.99,Bank Transfer,Completed,Monday,0,0,0
PAY0005983,INV0006488,SUP00008,DPT010,2025-01-30,1820.65,Bank Transfer,Failed,Thursday,0,0,1
PAY0005984,INV0006489,SUP00007,DPT004,2024-11-19,6039.6,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005985,INV0006490,SUP00001,DPT002,2024-11-26,6107.66,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005986,INV0006491,SUP00001,DPT004,2024-08-16,5690.64,Bank Transfer,Pending,Friday,0,0,1
PAY0005987,INV0006492,SUP00020,DPT001,2024-04-30,2082.22,Cash,Completed,Tuesday,0,1,0
PAY0005988,INV0006493,SUP00029,DPT001,2024-04-10,1294.75,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005989,INV0006494,SUP00006,DPT011,2025-01-23,664.57,Bank Transfer,Completed,Thursday,0,0,0
PAY0005990,INV0006495,SUP00012,DPT007,2024-09-06,4855.27,Bank Transfer,Completed,Friday,0,0,0
PAY0005991,INV0006496,SUP00005,DPT006,2024-07-12,7200.76,Bank Transfer,Completed,Friday,0,0,0
PAY0005992,INV0006497,SUP00132,DPT004,2025-01-14,11704.0,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005993,INV0006498,SUP00019,DPT004,2024-08-10,22969.35,Bank Transfer,Completed,Saturday,1,0,0
PAY0005994,INV0006499,SUP00164,DPT009,2024-07-07,15834.11,Bank Transfer,Completed,Sunday,1,0,0
PAY0005995,INV0006500,SUP00055,DPT001,2024-01-07,18612.72,Bank Transfer,Pending,Sunday,1,0,1
PAY0005996,INV0006501,SUP00018,DPT007,2024-04-03,1941.54,Bank Transfer,Completed,Wednesday,0,0,0
PAY0005997,INV0006502,SUP00100,DPT005,2024-07-01,21573.64,Bank Transfer,Completed,Monday,0,0,0
PAY0005998,INV0006503,SUP00001,DPT003,2024-10-01,9356.3,Bank Transfer,Completed,Tuesday,0,0,0
PAY0005999,INV0006504,SUP00138,DPT002,2024-09-24,1356.82,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006000,INV0006506,SUP00034,DPT011,2024-12-20,2203.2,Bank Transfer,Completed,Friday,0,0,0
PAY0006001,INV0006507,SUP00039,DPT001,2024-11-06,1829.13,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006002,INV0006508,SUP00060,DPT002,2024-12-04,36339.07,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006003,INV0006509,SUP00145,DPT007,2024-09-30,8022.7,Bank Transfer,Completed,Monday,0,0,0
PAY0006004,INV0006510,SUP00004,DPT009,2024-08-26,1785.98,Card,Completed,Monday,0,0,0
PAY0006005,INV0006511,SUP00029,DPT004,2024-06-14,3277.49,Bank Transfer,Completed,Friday,0,0,0
PAY0006006,INV0006512,SUP00003,DPT011,2024-08-09,20411.12,Bank Transfer,Completed,Friday,0,0,0
PAY0006007,INV0006513,SUP00008,DPT010,2024-08-18,1534.54,Cash,Completed,Sunday,1,1,0
PAY0006008,INV0006514,SUP00007,DPT001,2025-02-27,5144.48,Bank Transfer,Completed,Thursday,0,0,0
PAY0006009,INV0006515,SUP00084,DPT002,2024-05-08,5162.68,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006010,INV0006516,SUP00088,DPT001,2024-06-16,139882.34,Check,Completed,Sunday,1,0,0
PAY0006011,INV0006517,SUP00221,DPT010,2024-05-07,1154.4,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006012,INV0006518,SUP00038,DPT005,2024-02-28,100067.42,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006013,INV0006519,SUP00170,DPT011,2024-06-21,3166.69,Bank Transfer,Completed,Friday,0,0,0
PAY0006014,INV0006520,SUP00255,DPT008,2024-08-15,2976.85,Bank Transfer,Completed,Thursday,0,0,0
PAY0006015,INV0006521,SUP00005,DPT008,2024-07-02,6362.17,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006016,INV0006522,SUP00156,DPT001,2025-01-01,3320.46,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006017,INV0006523,SUP00013,DPT001,2024-03-13,15776.27,Bank Transfer,Failed,Wednesday,0,0,1
PAY0006018,INV0006524,SUP00010,DPT011,2024-09-28,6696.26,Bank Transfer,Completed,Saturday,1,0,0
PAY0006019,INV0006525,SUP00299,DPT004,2024-06-01,2016.61,Bank Transfer,Completed,Saturday,1,0,0
PAY0006020,INV0006526,SUP00007,DPT012,2024-02-19,4701.32,Bank Transfer,Completed,Monday,0,0,0
PAY0006021,INV0006527,SUP00270,DPT003,2025-01-09,4329.79,Check,Completed,Thursday,0,0,0
PAY0006022,INV0006529,SUP00249,DPT005,2024-07-25,98863.41,Bank Transfer,Completed,Thursday,0,0,0
PAY0006023,INV0006530,SUP00076,DPT001,2024-09-01,13844.73,Bank Transfer,Completed,Sunday,1,0,0
PAY0006024,INV0006531,SUP00075,DPT005,2024-08-21,2616.0,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006025,INV0006532,SUP00020,DPT011,2024-10-02,8702.2,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006026,INV0006533,SUP00020,DPT004,2024-11-11,1608.75,Bank Transfer,Completed,Monday,0,0,0
PAY0006027,INV0006534,SUP00232,DPT004,2024-04-29,12933.51,Bank Transfer,Completed,Monday,0,0,0
PAY0006028,INV0006535,SUP00019,DPT007,2024-09-16,25203.06,Bank Transfer,Completed,Monday,0,0,0
PAY0006029,INV0006536,SUP00028,DPT009,2024-12-12,548.65,Bank Transfer,Pending,Thursday,0,0,1
PAY0006030,INV0006538,SUP00015,DPT004,2025-01-09,5474.73,Bank Transfer,Completed,Thursday,0,0,0
PAY0006031,INV0006540,SUP00010,DPT004,2024-03-19,3114.83,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006032,INV0006541,SUP00001,DPT012,2024-10-26,3055.11,Bank Transfer,Completed,Saturday,1,0,0
PAY0006033,INV0006542,SUP00081,DPT011,2024-10-13,7643.1,Bank Transfer,Completed,Sunday,1,0,0
PAY0006034,INV0006543,SUP00028,DPT006,2024-09-04,12286.6,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006035,INV0006544,SUP00195,DPT003,2024-09-24,7849.65,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006036,INV0006545,SUP00001,DPT011,2024-08-12,16761.3,Check,Completed,Monday,0,0,0
PAY0006037,INV0006546,SUP00003,DPT002,2024-08-27,13489.7,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006038,INV0006547,SUP00238,DPT001,2024-05-18,3339.43,Bank Transfer,Completed,Saturday,1,0,0
PAY0006039,INV0006548,SUP00028,DPT004,2024-11-19,6340.91,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006040,INV0006549,SUP00030,DPT007,2024-08-14,11340.04,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006041,INV0006550,SUP00008,DPT001,2024-03-09,2474.59,Bank Transfer,Completed,Saturday,1,0,0
PAY0006042,INV0006551,SUP00277,DPT003,2024-04-30,2864.69,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006043,INV0006552,SUP00270,DPT009,2024-07-05,1160.68,Bank Transfer,Completed,Friday,0,0,0
PAY0006044,INV0006553,SUP00035,DPT006,2025-02-22,23880.16,Bank Transfer,Completed,Saturday,1,0,0
PAY0006045,INV0006554,SUP00008,DPT001,2024-12-24,76727.92,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006046,INV0006555,SUP00310,DPT002,2024-06-01,2797.2,Card,Completed,Saturday,1,0,0
PAY0006047,INV0006556,SUP00257,DPT008,2024-04-19,12240.11,Bank Transfer,Completed,Friday,0,0,0
PAY0006048,INV0006557,SUP00038,DPT001,2024-08-23,25675.68,Bank Transfer,Completed,Friday,0,0,0
PAY0006049,INV0006558,SUP00100,DPT001,2024-12-11,1624.31,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006050,INV0006559,SUP00024,DPT012,2024-07-19,9108.34,Bank Transfer,Completed,Friday,0,0,0
PAY0006051,INV0006561,SUP00133,DPT004,2024-10-24,25121.62,Bank Transfer,Completed,Thursday,0,0,0
PAY0006052,INV0006562,SUP00125,DPT006,2024-01-02,5769.31,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006053,INV0006563,SUP00053,DPT007,2024-08-01,30222.86,Bank Transfer,Pending,Thursday,0,0,1
PAY0006054,INV0006564,SUP00211,DPT004,2024-04-18,3910.03,Bank Transfer,Completed,Thursday,0,0,0
PAY0006055,INV0006565,SUP00025,DPT006,2025-02-14,3213.18,Check,Completed,Friday,0,0,0
PAY0006056,INV0006566,SUP00238,DPT007,2024-02-21,4991.73,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006057,INV0006567,SUP00008,DPT002,2024-03-17,51864.86,Bank Transfer,Pending,Sunday,1,0,1
PAY0006058,INV0006568,SUP00298,DPT004,2024-11-12,15510.78,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006059,INV0006569,SUP00007,DPT003,2024-04-03,11326.07,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006060,INV0006570,SUP00006,DPT009,2024-06-23,11222.13,Bank Transfer,Completed,Sunday,1,0,0
PAY0006061,INV0006571,SUP00087,DPT008,2024-09-22,1760.5,Bank Transfer,Pending,Sunday,1,0,1
PAY0006062,INV0006572,SUP00004,DPT009,2024-10-18,11897.98,Bank Transfer,Completed,Friday,0,0,0
PAY0006063,INV0006573,SUP00006,DPT004,2025-02-28,3878.47,Bank Transfer,Completed,Friday,0,0,0
PAY0006064,INV0006574,SUP00161,DPT005,2025-03-30,5083.37,Bank Transfer,Completed,Sunday,1,0,0
PAY0006065,INV0006575,SUP00011,DPT007,2024-10-31,4908.38,Bank Transfer,Completed,Thursday,0,0,0
PAY0006066,INV0006576,SUP00203,DPT003,2024-12-20,19160.0,Bank Transfer,Completed,Friday,0,0,0
PAY0006067,INV0006577,SUP00006,DPT012,2024-12-30,53320.18,Bank Transfer,Completed,Monday,0,0,0
PAY0006068,INV0006578,SUP00018,DPT003,2024-12-20,2274.27,Bank Transfer,Completed,Friday,0,0,0
PAY0006069,INV0006579,SUP00018,DPT005,2024-11-14,22051.9,Bank Transfer,Completed,Thursday,0,0,0
PAY0006070,INV0006580,SUP00028,DPT009,2024-11-20,5397.26,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006071,INV0006581,SUP00021,DPT008,2025-02-13,15886.49,Cash,Pending,Thursday,0,1,1
PAY0006072,INV0006582,SUP00019,DPT004,2024-04-12,9608.68,Bank Transfer,Completed,Friday,0,0,0
PAY0006073,INV0006583,SUP00013,DPT004,2024-06-09,3319.28,Bank Transfer,Completed,Sunday,1,0,0
PAY0006074,INV0006584,SUP00001,DPT006,2024-06-19,3324.98,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006075,INV0006585,SUP00094,DPT004,2024-10-25,5291.45,Cash,Completed,Friday,0,1,0
PAY0006076,INV0006586,SUP00027,DPT006,2024-05-25,10354.74,Check,Completed,Saturday,1,0,0
PAY0006077,INV0006587,SUP00017,DPT009,2024-08-16,12340.41,Bank Transfer,Completed,Friday,0,0,0
PAY0006078,INV0006588,SUP00007,DPT001,2025-02-01,213813.46,Check,Completed,Saturday,1,0,0
PAY0006079,INV0006589,SUP00256,DPT007,2024-11-02,12747.72,Bank Transfer,Completed,Saturday,1,0,0
PAY0006080,INV0006590,SUP00008,DPT001,2024-11-29,1551.99,Bank Transfer,Completed,Friday,0,0,0
PAY0006081,INV0006591,SUP00274,DPT008,2024-05-13,28341.5,Bank Transfer,Pending,Monday,0,0,1
PAY0006082,INV0006592,SUP00008,DPT002,2024-05-26,13378.62,Bank Transfer,Completed,Sunday,1,0,0
PAY0006083,INV0006593,SUP00304,DPT004,2024-11-26,5694.57,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006084,INV0006594,SUP00022,DPT002,2024-07-07,1939.64,Bank Transfer,Completed,Sunday,1,0,0
PAY0006085,INV0006595,SUP00045,DPT003,2024-10-14,4936.2,Bank Transfer,Completed,Monday,0,0,0
PAY0006086,INV0006596,SUP00010,DPT006,2024-04-30,26042.53,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006087,INV0006597,SUP00285,DPT004,2024-04-06,12037.04,Bank Transfer,Completed,Saturday,1,0,0
PAY0006088,INV0006599,SUP00161,DPT012,2024-12-21,31128.32,Check,Completed,Saturday,1,0,0
PAY0006089,INV0006600,SUP00001,DPT001,2024-02-17,8715.8,Bank Transfer,Completed,Saturday,1,0,0
PAY0006090,INV0006601,SUP00060,DPT003,2024-03-08,184.44,Bank Transfer,Completed,Friday,0,0,0
PAY0006091,INV0006602,SUP00168,DPT005,2024-12-14,2441.6,Bank Transfer,Completed,Saturday,1,0,0
PAY0006092,INV0006603,SUP00027,DPT009,2024-09-16,1174.87,Bank Transfer,Completed,Monday,0,0,0
PAY0006093,INV0006604,SUP00110,DPT003,2024-08-29,35012.56,Bank Transfer,Completed,Thursday,0,0,0
PAY0006094,INV0006605,SUP00184,DPT004,2024-10-17,12456.36,Bank Transfer,Completed,Thursday,0,0,0
PAY0006095,INV0006606,SUP00030,DPT009,2024-10-23,5371.58,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006096,INV0006607,SUP00008,DPT005,2025-01-07,3657.37,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006097,INV0006608,SUP00020,DPT010,2024-02-29,24027.12,Bank Transfer,Completed,Thursday,0,0,0
PAY0006098,INV0006609,SUP00162,DPT001,2024-10-20,2441.68,Bank Transfer,Completed,Sunday,1,0,0
PAY0006099,INV0006611,SUP00103,DPT005,2024-06-13,1405.9,Bank Transfer,Completed,Thursday,0,0,0
PAY0006100,INV0006612,SUP00005,DPT001,2024-08-11,7621.1,Bank Transfer,Completed,Sunday,1,0,0
PAY0006101,INV0006613,SUP00279,DPT004,2024-07-13,2662.86,Bank Transfer,Completed,Saturday,1,0,0
PAY0006102,INV0006614,SUP00086,DPT001,2024-04-01,21453.81,Bank Transfer,Completed,Monday,0,0,0
PAY0006103,INV0006615,SUP00027,DPT004,2024-09-06,6465.59,Check,Completed,Friday,0,0,0
PAY0006104,INV0006616,SUP00209,DPT011,2024-02-05,1349.99,Bank Transfer,Completed,Monday,0,0,0
PAY0006105,INV0006617,SUP00201,DPT011,2024-10-11,5056.24,Bank Transfer,Completed,Friday,0,0,0
PAY0006106,INV0006618,SUP00004,DPT003,2024-09-25,2178.47,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006107,INV0006619,SUP00011,DPT001,2024-04-02,5697.97,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006108,INV0006620,SUP00026,DPT011,2024-10-02,22979.43,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006109,INV0006621,SUP00014,DPT005,2024-06-13,5490.29,Bank Transfer,Completed,Thursday,0,0,0
PAY0006110,INV0006622,SUP00012,DPT005,2024-09-08,2955.41,Bank Transfer,Completed,Sunday,1,0,0
PAY0006111,INV0006623,SUP00015,DPT009,2024-04-16,10757.79,Check,Completed,Tuesday,0,0,0
PAY0006112,INV0006625,SUP00004,DPT004,2024-09-02,12042.85,Bank Transfer,Completed,Monday,0,0,0
PAY0006113,INV0006626,SUP00009,DPT010,2025-02-18,9267.59,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006114,INV0006627,SUP00003,DPT004,2024-03-28,1925.77,Bank Transfer,Completed,Thursday,0,0,0
PAY0006115,INV0006629,SUP00006,DPT011,2024-03-25,4180.35,Bank Transfer,Completed,Monday,0,0,0
PAY0006116,INV0006631,SUP00224,DPT010,2024-05-03,46612.78,Check,Completed,Friday,0,0,0
PAY0006117,INV0006632,SUP00077,DPT003,2024-04-28,1766.87,Bank Transfer,Completed,Sunday,1,0,0
PAY0006118,INV0006634,SUP00311,DPT003,2024-12-27,19238.39,Bank Transfer,Completed,Friday,0,0,0
PAY0006119,INV0006636,SUP00200,DPT008,2025-03-10,5118.28,Bank Transfer,Completed,Monday,0,0,0
PAY0006120,INV0006637,SUP00006,DPT011,2024-06-22,13373.94,Bank Transfer,Completed,Saturday,1,0,0
PAY0006121,INV0006638,SUP00143,DPT008,2025-01-20,26183.54,Check,Completed,Monday,0,0,0
PAY0006122,INV0006639,SUP00055,DPT008,2024-04-14,20237.81,Bank Transfer,Completed,Sunday,1,0,0
PAY0006123,INV0006640,SUP00130,DPT012,2024-11-01,2824.15,Bank Transfer,Completed,Friday,0,0,0
PAY0006124,INV0006641,SUP00004,DPT005,2024-09-28,10642.13,Check,Completed,Saturday,1,0,0
PAY0006125,INV0006642,SUP00283,DPT010,2024-11-26,23119.45,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006126,INV0006643,SUP00022,DPT001,2024-10-05,4542.99,Bank Transfer,Completed,Saturday,1,0,0
PAY0006127,INV0006644,SUP00188,DPT002,2024-04-09,9599.42,Bank Transfer,Completed,Tuesday,0,0,0
PAY0006128,INV0006645,SUP00315,DPT003,2025-03-09,3192.5,Card,Completed,Sunday,1,0,0
PAY0006129,INV0006646,SUP00246,DPT011,2024-06-29,2130.29,Bank Transfer,Completed,Saturday,1,0,0
PAY0006130,INV0006647,SUP00011,DPT002,2025-01-25,10065.5,Bank Transfer,Completed,Saturday,1,0,0
PAY0006131,INV0006648,SUP00020,DPT003,2024-03-30,18071.9,Bank Transfer,Completed,Saturday,1,0,0
PAY0006132,INV0006649,SUP00113,DPT001,2025-01-09,14788.67,Bank Transfer,Completed,Thursday,0,0,0
PAY0006133,INV0006650,SUP00048,DPT001,2024-06-14,1342.31,Bank Transfer,Completed,Friday,0,0,0
PAY0006134,INV0006651,SUP00021,DPT005,2025-03-17,28528.29,Bank Transfer,Completed,Monday,0,0,0
PAY0006135,INV0006652,SUP00116,DPT001,2024-12-03,12128.05,Check,Completed,Tuesday,0,0,0
PAY0006136,INV0006653,SUP00267,DPT010,2025-01-08,23284.58,Bank Transfer,Completed,Wednesday,0,0,0
PAY0006137,INV0006654,SUP00011,DPT010,2024-04-13,2204.05,Bank Transfer,Completed,Saturday,1,0,0
PAY0006138,INV0006655,SUP00005,DPT006,2024-12-30,16658.28,Bank Transfer,Completed,Monday,0,0,0
PAY0006139,INV0006656,SUP00129,DPT004,2024-11-23,13391.93,Bank Transfer,Completed,Saturday,1,0,0
PAY0006140,INV0006657,SUP00078,DPT010,2025-01-27,1489.03,Bank Transfer,Completed,Monday,0,0,0
PAY0006141,INV0006658,SUP00265,DPT004,2024-11-21,10925.53,Bank Transfer,Completed,Thursday,0,0,0
PAY0006142,INV0006659,SUP00169,DPT002,2024-04-25,1920.59,Bank Transfer,Completed,Thursday,0,0,0
